smiles,parent1_id,reaction_id,zinc_id,source,generation,parent2_id,compound_id,fitness
COc1ccc2nc(C(O)c3cncc(Cl)c3)c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,36.0,81,ZINC000006643293,mutation,[2],,50.0,0.20238954938073764
COc1cc(-c2cccc(C(=O)NC3CC3)c2)ccc1C(O)c1cccc2[nH]cnc12,78.0,81,ZINC000020156635,mutation,[2],,51.0,-0.132482214605544
CC[C@@H](C)CC(=O)N(C[C@H]1Cc2cccc(C3CCN(C(=O)OC)CC3)c2O1)C(=S)Nc1ccc(OC)c(OC)c1,58.0,26,ZINC000095618302,mutation,[2],,52.0,-0.8432988042554519
COc1ccccc1CNC(=S)N(Cc1ccc(CN2CNCN2C(=O)Oc2ccc(-c3ccccc3)cc2)cc1)C(=O)CC=Cc1ccc(C)cc1,69.0,12,ZINC000034560395,mutation,"[2, 3, 4]",,53.0,1.497345198526831
CCOCCOC(=O)N(c1cc(C)ccc1-n1c(SCC(=O)N2CCCC[C@H]2C)nnc1-c1ccccc1)[C@H](C)C(=O)NC(C)(C)C,70.0,12,ZINC000001845903,mutation,[2],,54.0,-0.6197848825133033
CC[C@H](C)NCCCSC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,51.0,25,ZINC000258575869,mutation,"[2, 3]",,55.0,1.3257518100662307
CCCC(C)(C)Oc1ccc(OC)c(S(=O)(=O)N(C2CN(CC)C2)[C@H](c2ccccc2)c2ccccn2)c1,50.0,72,ZINC000034161147,mutation,[2],,56.0,-0.1750116093420939
COc1ccc(SC[C@@H]2CC[C@H]3C[C@@H]3C2)cc1S(=O)(=O)N[C@H](c1ccccc1)c1ccccn1,4.0,20,ZINC000403100154,mutation,[2],,57.0,-0.6215823261321716
COc1ccc2nc(N[C@H](CN)C(C)(C)C)c(C(C)N3CCN(c4nc(C)c(CC(C)C)c(C)n4)CC3)cc2c1,75.0,90,ZINC000019367838,mutation,[2],,58.0,-0.97291018643849
Cc1ccc(C=CCc2nc3c(F)ccc(Cl)c3c(=O)n2Cc2ccc(Cn3cncn3)cc2)cc1,46.0,44,ZINC000020362720,mutation,"[2, 3]",,59.0,0.9946865614516615
COc1ccc(N=[N+]=[N-])cc1S(=O)(=O)NC(c1ccccc1)c1ccccn1,72.0,22,,mutation,[2],,60.0,-0.3554166375138728
Cc1ccc(C=CCC(=O)NC(=O)c2ccc(Cn3cncn3)c(-c3cc(C(=O)O)ccc3[N+](=O)[O-])c2)cc1,73.0,89,ZINC000002575270,mutation,[2],,61.0,-0.01505427437027329
Cc1cc([N+](=O)[O-])c2c(c1)sc(-c1ccc(-c3cccc(C(=O)NC4CC4)c3)cc1N=[N+]=[N-])n~2,54.0,40,ZINC000073638452,mutation,"[2, 3, 4]",,62.0,1.5452375456957284
CN1C(=O)CC[C@@H]1C(=O)Oc1cc(-c2cccc(C(=O)NC3CC3)c2)ccc1C=O,74.0,14,ZINC000039650537,mutation,[2],,63.0,-1.399122611666468
COc1cc(OC)c2nc([C@H](C)c3ccsc3)n([C@@H](c3ccccc3)C(F)(F)F)c(=O)c2c1,27.0,44,ZINC000037475572,mutation,[2],,64.0,-0.3447178855352097
CCOc1cc2nc([C@H](C)Nc3cccc(COC)c3)n(-c3ccc(F)c(F)c3F)c(=O)c2cc1OCC,5.0,44,ZINC000002529235,mutation,[2],,65.0,0.5783149583920543
Cc1ccc(-c2nn[nH]n2)c(COC(C)C)c1,84.0,45,,mutation,[2],,66.0,-0.6812051723678625
C#CCO[C@@H](C)CN(C(=O)c1cccc(-c2ccc(C=O)c(O)c2)c1)C1CC1,39.0,18,ZINC001205006026,mutation,[2],,67.0,-1.2993956226209604
CC(c1cccc(NC(=O)N2CCCC2)c1)N1C(=O)C(=CC2CN(C)N(C(=O)NCCCN3CCOCC3)C2)SC1=S,80.0,31,ZINC000045206151,mutation,[2],,68.0,-2.8377434218501225
COc1ccc2nc(-c3ccc(S(C)(=O)=O)cc3[N+](=O)[O-])c(CN(Cc3ccc(F)cc3)C(=O)C3CC3)cc2c1,36.0,89,ZINC000000153774,mutation,"[2, 3]",,69.0,0.9872227578058889
COC[C@@H](C)OC(=O)c1ccccc1-c1nc2ccc(OC)cc2cc1CN(Cc1ccc(F)cc1)C(=O)C1CC1,21.0,,,crossover,"[2, 3]",51.0,70.0,0.7900276247021996
